approved_symbol,hgnc_id,gene_name_reported,source_name,source_evidence_score,source_details,category
CTNNB1,,CTNNB1,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
GATA1,,GATA1,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
GNA11,,GNA11,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
H19,,H19,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
HOXB13,,HOXB13,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
IDH2,,IDH2,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
KCNQ1OT1,,KCNQ1OT1,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
KMT2D,,KMT2D,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
PDGFRB,,PDGFRB,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
RIT1,,RIT1,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
RPS20,,RPS20,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
SPINK1,,SPINK1,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
TERC,,TERC,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
TERF2IP,,TERF2IP,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
TINF2,,TINF2,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
UBE2T,,UBE2T,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
YAP1,,YAP1,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
DNMT3A,,DNMT3A,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
PRKN,,PRKN,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
LZTR1,,LZTR1,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
GALNT12,,GALNT12,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
SEC23B,,SEC23B,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
CTNNA1,,CTNNA1,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
DNMT3B,,DNMT3B,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
FOCAD,,FOCAD,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
GNAQ,,GNAQ,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
IPMK,,IPMK,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
SRGAP1,,SRGAP1,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
SOS2,,SOS2,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
CSF3R,,CSF3R,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
DDX41,,DDX41,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
MAD2L2,,MAD2L2,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
TRIM28,,TRIM28,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
IKZF1,,IKZF1,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
ERCC6L2,,ERCC6L2,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
HAVCR2,,HAVCR2,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
CTRC,,CTRC,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
FAT4,,FAT4,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
FOXE1,,FOXE1,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
KMT2C,,KMT2C,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
MTOR,,MTOR,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
TNIP1,,TNIP1,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
PPP1CB,,PPP1CB,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
RELN,,RELN,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
RPL15,,RPL15,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
RPL23,,RPL23,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
RPL26,,RPL26,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
RPL27,,RPL27,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
RPL31,,RPL31,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
RPL36,,RPL36,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
RPS15,,RPS15,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
RPS27,,RPS27,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
RPS27A,,RPS27A,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
RPS28,,RPS28,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
RPS29,,RPS29,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
SLC5A5,,SLC5A5,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
STAT1,,STAT1,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
STN1,,STN1,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
STX11,,STX11,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
STXBP2,,STXBP2,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
TBXT,,TBXT,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
TSR2,,TSR2,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
UNC13D,,UNC13D,Dresden-Cancer_v1,1.0,File:Dresden-Cancer_v1_gene-list.xlsx|Category:germline,germline
